title,author,letter,entry_number,title_length,author_last_name,genre_hints
Holes,Louis Sachar,H,15,5,Sachar,General Fiction
The Mind's Eye,Oliver Sacks,M,72,14,Sacks,General Fiction
Uncle Tungsten,Oliver Sacks,U,90,14,Sacks,General Fiction
Karma,Sadhguru,K,30,5,Sadhguru,General Fiction
Cosmos,Carl Sagan,C,40,6,Sagan,General Fiction
The Demon-Haunted World,Carl Sagan,D,51,23,Sagan,General Fiction
The Dragons of Eden,Carl Sagan,D,52,19,Sagan,Fantasy
Bonjour Tristesse,Françoise Sagan,B,33,17,Sagan,General Fiction
The Year of the Runaways,Sunjeev Sahota,Y,43,24,Sahota,General Fiction
Orientalism,Edward Said,O,38,11,Said,General Fiction
Varjak Paw,S.F. Said,V,63,10,Said,General Fiction
The Little Prince,Antoine de Saint-Exupéry,L,24,17,Saint-Exupéry,Children
Kindergarten Cop,Murray Salem,K,63,16,Salem,General Fiction
Franny and Zooey,J.D. Salinger,F,15,16,Salinger,General Fiction
Nine Stories,J.D. Salinger,N,16,12,Salinger,General Fiction
"Raise High the Roof Beam, Carpenters",J.D. Salinger,R,29,36,Salinger,General Fiction
The Catcher in the Rye,J.D. Salinger,C,2,22,Salinger,General Fiction
The Catcher in the Rye,J.D. Salinger,T,3,22,Salinger,General Fiction
Under the Blood-Red Sun,Graham Salisbury,U,68,23,Salisbury,General Fiction
The Hunters,James Salter,H,69,11,Salter,General Fiction
Option B,Sheryl Sandberg,O,52,8,Sandberg,General Fiction
Justice,Michael Sandel,J,54,7,Sandel,General Fiction
Mistborn: The Final Empire,Brandon Sanderson,M,37,26,Sanderson,General Fiction
Under a Vampire Moon,Lynsay Sands,U,95,20,Sands,General Fiction
Zen and the Art of Stand-Up Comedy,Jay Sankey,Z,91,34,Sankey,General Fiction
When I Was Puerto Rican,Esmeralda Santiago,W,49,23,Santiago,General Fiction
Quality Assurance,Jill Santopolo,Q,56,17,Santopolo,General Fiction
The Light We Lost,Jill Santopolo,L,39,17,Santopolo,General Fiction
The Precious One,Marisa de los Santos,P,81,16,Santos,General Fiction
The Ocean of Churn,Sanjeev Sanyal,O,73,18,Sanyal,General Fiction
The Last Wish,Andrzej Sapkowski,L,35,13,Sapkowski,General Fiction
Precious,Sapphire,P,18,8,Sapphire,General Fiction
Push,Sapphire,P,39,4,Sapphire,General Fiction
Push,Sapphire,P,76,4,Sapphire,General Fiction
Blindness,José Saramago,B,5,9,Saramago,General Fiction
The Gospel According to Jesus Christ,José Saramago,G,41,36,Saramago,General Fiction
The Year of the Death of Ricardo Reis,José Saramago,Y,37,37,Saramago,General Fiction
Yoga Nidra,Swami Satyananda Saraswati,Y,92,10,Saraswati,General Fiction
The Human Comedy,William Saroyan,H,37,16,Saroyan,General Fiction
Existentialism Is a Humanism,Jean-Paul Sartre,E,100,28,Sartre,General Fiction
No Exit,Jean-Paul Sartre,N,81,7,Sartre,General Fiction
The Age of Reason,Jean-Paul Sartre,A,43,17,Sartre,General Fiction
Persepolis,Marjane Satrapi,P,15,10,Satrapi,General Fiction
Strong Poison,Dorothy L. Sayers,S,85,13,Sayers,General Fiction
You're Next,Kylie Schachte,Y,44,11,Schachte,General Fiction
The French Revolution,Simon Schama,F,38,21,Schama,General Fiction
Unbecoming,Rebecca Scherm,U,73,10,Scherm,General Fiction
The Reader,Bernhard Schlink,R,34,10,Schlink,General Fiction
Fast Food Nation,Eric Schlosser,F,24,16,Schlosser,General Fiction
The Wednesday Wars,Gary D. Schmidt,W,40,18,Schmidt,War/Military
Vicious,V.E. Schwab,V,27,7,Schwab,General Fiction
The Unbound,Victoria Schwab,U,77,11,Schwab,General Fiction
The Frog Prince Continued,Jon Scieszka,F,99,25,Scieszka,General Fiction
The Art of Not Being Governed,James C. Scott,A,99,29,Scott,General Fiction
The Jewel in the Crown,Paul Scott,J,14,22,Scott,General Fiction
Unforgivable Love,Sophfronia Scott,U,98,17,Scott,Romance
Ivanhoe,Walter Scott,I,30,7,Scott,General Fiction
Exploring the World of Music,T.M. Scruggs,E,82,28,Scruggs,General Fiction
The Zone Diet,Barry Sears,Z,48,13,Sears,General Fiction
Zone Perfect,Barry Sears,Z,79,12,Sears,General Fiction
Austerlitz,W.G. Sebald,A,21,10,Sebald,General Fiction
The Emigrants,W.G. Sebald,E,95,13,Sebald,General Fiction
Lucky,Alice Sebold,L,40,5,Sebold,General Fiction
The Lovely Bones,Alice Sebold,L,32,16,Sebold,Romance
The Lovely Bones,Alice Sebold,T,25,16,Sebold,Romance
The Handyman,Carolyn See,H,76,12,See,General Fiction
The Young Jane Austen,Lisa See,Y,95,21,See,General Fiction
Love Story,Erich Segal,L,28,10,Segal,Romance
The Cricket in Times Square,George Selden,C,100,27,Selden,General Fiction
The Invention of Hugo Cabret,Brian Selznick,I,35,28,Selznick,General Fiction
The Only Child,Mi-ae Seo,O,83,14,Seo,General Fiction
Into That Darkness,Gitta Sereny,I,86,18,Sereny,General Fiction
Katherine,Anya Seton,K,72,9,Seton,General Fiction
Green Eggs and Ham,Dr. Seuss,G,8,18,Seuss,Children
If I Ran the Zoo,Dr. Seuss,I,89,16,Seuss,Children
"Oh, the Places You'll Go!",Dr. Seuss,O,81,25,Seuss,Children
The Cat in the Hat,Dr. Seuss,C,54,18,Seuss,Children
Zero at the Bone,Jane Seville,Z,65,16,Seville,General Fiction
Black Beauty,Anna Sewell,B,17,12,Sewell,General Fiction
The Killer Angels,Michael Shaara,K,6,17,Shaara,General Fiction
X: A Novel,Ilyasah Shabazz,X,9,10,Shabazz,General Fiction
The Forty Rules of Love,Elif Shafak,F,93,23,Shafak,Romance
The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,G,67,49,Shaffer,General Fiction
The Potato Peel Pie Society,Mary Ann Shaffer,P,78,27,Shaffer,General Fiction
Equus,Peter Shaffer,E,46,5,Shaffer,General Fiction
Hamlet,William Shakespeare,H,3,6,Shakespeare,General Fiction
Julius Caesar,William Shakespeare,J,77,13,Shakespeare,General Fiction
King Lear,William Shakespeare,K,2,9,Shakespeare,General Fiction
Macbeth,William Shakespeare,M,33,7,Shakespeare,General Fiction
Measure for Measure,William Shakespeare,M,97,19,Shakespeare,General Fiction
Much Ado About Nothing,William Shakespeare,M,43,22,Shakespeare,General Fiction
Othello,William Shakespeare,O,8,7,Shakespeare,General Fiction
Romeo and Juliet,William Shakespeare,R,1,16,Shakespeare,General Fiction
The Merchant of Venice,William Shakespeare,M,18,22,Shakespeare,General Fiction
The Merry Wives of Windsor,William Shakespeare,M,99,26,Shakespeare,General Fiction
The Tempest,William Shakespeare,T,18,11,Shakespeare,General Fiction
The Winter's Tale,William Shakespeare,W,46,17,Shakespeare,General Fiction
Titus Andronicus,William Shakespeare,T,19,16,Shakespeare,General Fiction
The Young Lions,Irwin Shaw,Y,29,15,Shaw,General Fiction
Bloodline,Sidney Sheldon,B,54,9,Sheldon,General Fiction
Frankenstein,Mary Shelley,F,2,12,Shelley,General Fiction
The House of God,Samuel Shem,H,48,16,Shem,General Fiction
The Lying Game,Sara Shepard,L,69,14,Shepard,General Fiction
The Cartographers,Peng Shepherd,C,90,17,Shepherd,General Fiction
Hidden Figures,Margot Lee Shetterly,H,18,14,Shetterly,General Fiction
Jenna Starborn,Sharon Shinn,J,48,14,Shinn,General Fiction
The Great Circle,Maggie Shipstead,G,95,16,Shipstead,General Fiction
Rise and Fall of the Third Reich,William L. Shirer,R,58,32,Shirer,General Fiction
The Island at the Center of the World,Russell Shorto,I,65,37,Shorto,General Fiction
Zen and the Art of Falling in Love,Brenda Shoshanna,Z,67,34,Shoshanna,Romance
The Weight of Water,Anita Shreve,W,38,19,Shreve,General Fiction
We Need to Talk About Kevin,Lionel Shriver,W,26,27,Shriver,General Fiction
The Russian Debutante's Handbook,Gary Shteyngart,R,87,32,Shteyngart,General Fiction
Unwholly,Neal Shusterman,U,87,8,Shusterman,General Fiction
Unwind,Neal Shusterman,U,69,6,Shusterman,General Fiction
The Village,M. Night Shyamalan,V,15,11,Shyamalan,General Fiction
Ghost Soldiers,Hampton Sides,G,90,14,Sides,War/Military
Water,Bapsi Sidhwa,W,52,5,Sidhwa,General Fiction
Quo Vadis,Henryk Sienkiewicz,Q,7,9,Sienkiewicz,General Fiction
Balzac and the Little Chinese Seamstress,Dai Sijie,B,91,40,Sijie,Children
Ceremony,Leslie Marmon Silko,C,42,8,Silko,General Fiction
The Signal and the Noise,Nate Silver,S,70,24,Silver,General Fiction
The Giving Tree,Shel Silverstein,G,25,15,Silverstein,General Fiction
Jasper Jones,Craig Silvey,J,88,12,Silvey,General Fiction
Hyperion,Dan Simmons,H,45,8,Simmons,General Fiction
Baltimore,David Simon,B,40,9,Simon,General Fiction
The Optimist,Helen Simonson,O,78,12,Simonson,General Fiction
The Optimist,Helen Simonson,O,99,12,Simonson,General Fiction
The Rosie Project,Graeme Simsion,R,66,17,Simsion,General Fiction
You Are a Badass,Jen Sincero,Y,9,16,Sincero,General Fiction
Coffee Will Make You Black,April Sinclair,C,72,26,Sinclair,General Fiction
The Jungle,Upton Sinclair,J,8,10,Sinclair,General Fiction
The Yoga Body,Mark Singleton,Y,27,13,Singleton,General Fiction
Yoga Body,Mark Singleton,Y,64,9,Singleton,General Fiction
Prep,Curtis Sittenfeld,P,83,4,Sittenfeld,General Fiction
Romantic Comedy,Curtis Sittenfeld,R,86,15,Sittenfeld,General Fiction
"You Think It, I'll Say It",Curtis Sittenfeld,Y,46,25,Sittenfeld,General Fiction
The Immortal Life of Henrietta Lacks,Rebecca Skloot,I,25,36,Skloot,Biography/History
The Zulu Principle,Jim Slater,Z,80,18,Slater,General Fiction
Counting by 7s,Holly Goldberg Sloan,C,93,14,Sloan,General Fiction
Caps for Sale,Esphyr Slobodkina,C,98,13,Slobodkina,General Fiction
The Violin Conspiracy,Brendan Slocumb,V,44,21,Slocumb,General Fiction
No. 1 Ladies' Detective Agency,Alexander McCall Smith,N,98,30,Smith,Mystery/Crime
The Kalahari Typing School,Alexander McCall Smith,K,36,26,Smith,General Fiction
The Kalahari Typing School for Men,Alexander McCall Smith,K,14,34,Smith,General Fiction
A Tree Grows in Brooklyn,Betty Smith,A,52,24,Smith,General Fiction
I Capture the Castle,Dodie Smith,I,39,20,Smith,General Fiction
Vampire Diaries,L.J. Smith,V,38,15,Smith,General Fiction
Just Kids,Patti Smith,J,9,9,Smith,Children
The Year of the Monkey,Patti Smith,Y,73,22,Smith,General Fiction
The Ruins,Scott Smith,R,62,9,Smith,General Fiction
On Beauty,Zadie Smith,O,14,9,Smith,General Fiction
White Teeth,Zadie Smith,W,8,11,Smith,General Fiction
White Teeth,Zadie Smith,W,98,11,Smith,General Fiction
The Expedition of Humphry Clinker,Tobias Smollett,E,91,33,Smollett,General Fiction
The Miserable Mill,Lemony Snicket,M,14,18,Snicket,General Fiction
A Field Guide to Getting Lost,Rebecca Solnit,F,76,29,Solnit,General Fiction
Noonday Demon,Andrew Solomon,N,92,13,Solomon,General Fiction
The First Circle,Aleksandr Solzhenitsyn,F,59,16,Solzhenitsyn,General Fiction
The Gulag Archipelago,Aleksandr Solzhenitsyn,G,17,21,Solzhenitsyn,General Fiction
Oedipus Rex,Sophocles,O,10,11,Sophocles,General Fiction
The Young Pope,Paolo Sorrentino,Y,49,14,Sorrentino,General Fiction
The Coldest Winter Ever,Sister Souljah,C,92,23,Souljah,General Fiction
Vamps and the City,Kerrelyn Sparks,V,72,18,Sparks,General Fiction
The Best of Me,Nicholas Sparks,B,47,14,Sparks,General Fiction
The Last Song,Nicholas Sparks,L,42,13,Sparks,General Fiction
The Lucky One,Nicholas Sparks,L,75,13,Sparks,General Fiction
The Notebook,Nicholas Sparks,N,5,12,Sparks,General Fiction
The Rescue,Nicholas Sparks,R,37,10,Sparks,General Fiction
The Wedding,Nicholas Sparks,W,53,11,Sparks,General Fiction
The Witch of Blackbird Pond,Elizabeth George Speare,W,13,27,Speare,General Fiction
Inside the Third Reich,Albert Speer,I,61,22,Speer,General Fiction
Maus,Art Spiegelman,M,25,4,Spiegelman,General Fiction
Quiver,Stephanie Spinner,Q,50,6,Spinner,General Fiction
The Void Captain's Tale,Norman Spinrad,V,55,23,Spinrad,General Fiction
Eat the Document,Dana Spiotta,E,60,16,Spiotta,General Fiction
Born to Run,Bruce Springsteen,B,14,11,Springsteen,General Fiction
X-Wing Series,Michael A. Stackpole,X,7,13,Stackpole,General Fiction
The Victorian Internet,Tom Standage,V,59,22,Standage,General Fiction
The January Man,David Starkey,J,52,15,Starkey,General Fiction
The Luminous Dead,Caitlin Starling,L,34,17,Starling,General Fiction
The Light Between Oceans,M.L. Stedman,L,68,24,Stedman,General Fiction
Vanished,Danielle Steel,V,82,8,Steel,General Fiction
Crossing to Safety,Wallace Stegner,C,68,18,Stegner,General Fiction
The Art of Racing in the Rain,Garth Stein,A,90,29,Stein,General Fiction
Cannery Row,John Steinbeck,C,17,11,Steinbeck,General Fiction
East of Eden,John Steinbeck,E,1,12,Steinbeck,General Fiction
Of Mice and Men,John Steinbeck,O,1,15,Steinbeck,General Fiction
The Grapes of Wrath,John Steinbeck,G,3,19,Steinbeck,General Fiction
The Grapes of Wrath,John Steinbeck,T,37,19,Steinbeck,General Fiction
The Red Pony,John Steinbeck,R,53,12,Steinbeck,General Fiction
The Red and the Black,Stendhal,R,76,21,Stendhal,General Fiction
Quicksilver,Neal Stephenson,Q,5,11,Stephenson,General Fiction
Just Mercy,Bryan Stevenson,J,87,10,Stevenson,General Fiction
Kidnapped,Robert Louis Stevenson,K,5,9,Stevenson,Children
Kidnapped,Robert Louis Stevenson,K,33,9,Stevenson,Children
Treasure Island,Robert Louis Stevenson,T,15,15,Stevenson,General Fiction
Wicked Plants,Amy Stewart,W,87,13,Stewart,General Fiction
The Dream Thieves,Maggie Stiefvater,D,71,17,Stiefvater,General Fiction
The Help,Kathryn Stockett,H,5,8,Stockett,General Fiction
The Help,Kathryn Stockett,T,24,8,Stockett,General Fiction
Bram Stoker's Dracula,Bram Stoker,B,10,21,Stoker,General Fiction
Dracula,Bram Stoker,D,7,7,Stoker,General Fiction
The Lair of the White Worm,Bram Stoker,L,80,26,Stoker,General Fiction
The Verdict,Nick Stone,V,52,11,Stone,General Fiction
Uncle Tom's Cabin,Harriet Beecher Stowe,U,2,17,Stowe,General Fiction
The Vacationers,Emma Straub,V,21,15,Straub,General Fiction
Emergency,Neil Strauss,E,42,9,Strauss,General Fiction
Wild,Cheryl Strayed,W,44,4,Strayed,General Fiction
The Knowledge Machine,Michael Strevens,K,89,21,Strevens,General Fiction
Anything Is Possible,Elizabeth Strout,A,97,20,Strout,General Fiction
Olive Kitteridge,Elizabeth Strout,O,76,16,Strout,General Fiction
Days of Wonder,Keith Stuart,D,91,14,Stuart,General Fiction
Sophie's Choice,William Styron,S,14,15,Styron,General Fiction
Sophie's Choice,William Styron,S,92,15,Styron,General Fiction
Valley of the Dolls,Jacqueline Susann,V,4,19,Susann,General Fiction
Zen Buddhism,D.T. Suzuki,Z,33,12,Suzuki,General Fiction
"Zen Mind, Beginner's Mind",Shunryu Suzuki,Z,21,25,Suzuki,General Fiction
The Nest,Cynthia D'Aprix Sweeney,N,67,8,Sweeney,General Fiction
Gulliver's Travels,Jonathan Swift,G,34,18,Swift,General Fiction
Jarhead,Anthony Swofford,J,45,7,Swofford,General Fiction
The Pianist,Władysław Szpilman,P,11,11,Szpilman,General Fiction
Fooled by Randomness,Nassim Nicholas Taleb,F,69,20,Taleb,General Fiction
The Black Swan,Nassim Nicholas Taleb,B,72,14,Taleb,General Fiction
The Hundred Secret Senses,Amy Tan,H,56,25,Tan,General Fiction
The Joy Club,Amy Tan,J,68,12,Tan,General Fiction
The Joy Luck Club,Amy Tan,J,3,17,Tan,General Fiction
The Joy Luck Club,Amy Tan,T,35,17,Tan,General Fiction
The Kitchen God's Wife,Amy Tan,K,3,22,Tan,General Fiction
The Opposite of Fate,Amy Tan,O,28,20,Tan,General Fiction
The Valley of Amazement,Amy Tan,V,37,23,Tan,General Fiction
The Arrival,Shaun Tan,A,88,11,Tan,General Fiction
The Goldfinch,Donna Tartt,G,66,13,Tartt,General Fiction
The Secret History,Donna Tartt,S,52,18,Tartt,Biography/History
Daughter of Smoke and Bone,Laini Taylor,D,83,26,Taylor,General Fiction
"Roll of Thunder, Hear My Cry",Mildred D. Taylor,R,39,28,Taylor,General Fiction
The Quantum Connection,Travis S. Taylor,Q,65,22,Taylor,General Fiction
Ponti,Sharlene Teo,P,50,5,Teo,General Fiction
Uninvited,Lysa TerKeurst,U,100,9,TerKeurst,General Fiction
Working,Studs Terkel,W,78,7,Terkel,General Fiction
The Queen's Gambit,Walter Tevis,Q,4,18,Tevis,General Fiction
Vanity Fair,William Makepeace Thackeray,V,1,11,Thackeray,General Fiction
Zen Pencils,Gavin Aung Than,Z,63,11,Than,General Fiction
Zero to One,Peter Thiel,Z,10,11,Thiel,General Fiction
The Upright Revolution,Ngugi wa Thiong'o,U,96,22,Thiong'o,General Fiction
Vienna Prelude,Bodie Thoene,V,53,14,Thoene,General Fiction
On the Come Up,Angie Thomas,O,55,14,Thomas,General Fiction
The Hate U Give,Angie Thomas,H,17,15,Thomas,General Fiction
Lark Rise to Candleford,Flora Thompson,L,77,23,Thompson,General Fiction
Fear and Loathing in Las Vegas,Hunter S. Thompson,F,11,30,Thompson,General Fiction
Hell's Angels,Hunter S. Thompson,H,31,13,Thompson,General Fiction
The Year We Left Home,Jean Thompson,Y,20,21,Thompson,General Fiction
The Killer Inside Me,Jim Thompson,K,38,20,Thompson,General Fiction
Never Anyone But You,Rupert Thomson,N,97,20,Thomson,General Fiction
Walden,Henry David Thoreau,W,18,6,Thoreau,General Fiction
Ulverton,Adam Thorpe,U,63,8,Thorpe,General Fiction
The Peculiar Life of a Lonely Postman,Denis Thériault,P,80,37,Thériault,Biography/History
The Flying Troutmans,Miriam Toews,F,79,20,Toews,General Fiction
Lord of the Rings: The Fellowship of the Ring,J.R.R. Tolkien,L,5,45,Tolkien,Fantasy
Lord of the Rings: The Return of the King,J.R.R. Tolkien,L,7,41,Tolkien,Fantasy
Lord of the Rings: The Two Towers,J.R.R. Tolkien,L,6,33,Tolkien,Fantasy
The Fellowship of the Ring,J.R.R. Tolkien,F,13,26,Tolkien,Fantasy
The Hobbit,J.R.R. Tolkien,H,8,10,Tolkien,Fantasy
The Lord of the Rings,J.R.R. Tolkien,T,4,21,Tolkien,Fantasy
The Silmarillion,J.R.R. Tolkien,S,75,16,Tolkien,Fantasy
The Unfinished Tales,J.R.R. Tolkien,U,28,20,Tolkien,Fantasy
The Power of Now,Eckhart Tolle,P,85,16,Tolle,General Fiction
Anna Karenina,Leo Tolstoy,A,1,13,Tolstoy,General Fiction
The Death of Ivan Ilyich,Leo Tolstoy,D,18,24,Tolstoy,General Fiction
The Death of Ivan Ilyich,Leo Tolstoy,T,59,24,Tolstoy,General Fiction
The Kreutzer Sonata,Leo Tolstoy,K,21,19,Tolstoy,General Fiction
War and Peace,Leo Tolstoy,W,1,13,Tolstoy,War/Military
Million Dollar Baby,F.X. Toole,M,26,19,Toole,General Fiction
A Confederacy of Dunces,John Kennedy Toole,A,29,23,Toole,General Fiction
Cane,Jean Toomer,C,23,4,Toomer,General Fiction
The Shape of Water,Guillermo del Toro,S,49,18,Toro,General Fiction
A Gentleman in Moscow,Amor Towles,A,69,21,Towles,General Fiction
Rules of Civility,Amor Towles,R,63,17,Towles,General Fiction
Mary Poppins,P.L. Travers,M,19,12,Travers,General Fiction
Restoration,Rose Tremain,R,95,11,Tremain,General Fiction
The Way I Found Her,Rose Tremain,W,80,19,Tremain,General Fiction
The Queen of the Big Time,Adriana Trigiani,Q,69,25,Trigiani,General Fiction
Very Valentine,Adriana Trigiani,V,76,14,Trigiani,General Fiction
The Eustace Diamonds,Anthony Trollope,E,81,20,Trollope,General Fiction
The Way We Live Now,Anthony Trollope,W,31,19,Trollope,General Fiction
Johnny Got His Gun,Dalton Trumbo,J,33,18,Trumbo,General Fiction
Cutting Through Spiritual Materialism,Chögyam Trungpa,C,78,37,Trungpa,General Fiction
The Book of Salt,Monique Truong,B,99,16,Truong,General Fiction
The Other,Thomas Tryon,O,41,9,Tryon,General Fiction
The Guns of August,Barbara Tuchman,G,15,18,Tuchman,General Fiction
The Zimmermann Telegram,Barbara Tuchman,Z,22,23,Tuchman,General Fiction
Zombie Fallout,Mark Tufo,Z,29,14,Tufo,General Fiction
The Forest People,Colin Turnbull,F,49,17,Turnbull,General Fiction
The King of Attolia,Megan Whalen Turner,K,73,19,Turner,General Fiction
The Queen of Attolia,Megan Whalen Turner,Q,41,20,Turner,General Fiction
A Connecticut Yankee in King Arthur's Court,Mark Twain,A,55,43,Twain,General Fiction
Huckleberry Finn,Mark Twain,H,6,16,Twain,General Fiction
Joan of Arc,Mark Twain,J,59,11,Twain,General Fiction
Life on the Mississippi,Mark Twain,L,79,23,Twain,General Fiction
The Adventures of Huckleberry Finn,Mark Twain,A,6,34,Twain,General Fiction
The Adventures of Tom Sawyer,Mark Twain,A,24,28,Twain,General Fiction
The Adventures of Tom Sawyer,Mark Twain,T,13,28,Twain,General Fiction
The Innocents Abroad,Mark Twain,I,31,20,Twain,General Fiction
Breathing Lessons,Anne Tyler,B,67,17,Tyler,General Fiction
Dinner at the Homesick Restaurant,Anne Tyler,D,55,33,Tyler,General Fiction
The Accidental Tourist,Anne Tyler,A,61,22,Tyler,General Fiction
The Amateur Marriage,Anne Tyler,A,93,20,Tyler,General Fiction
Japanese Tales,Royall Tyler,J,75,14,Tyler,General Fiction
The Art of War,Sun Tzu,A,11,14,Tzu,War/Military
The Blackwater Lightship,Colm Tóibín,B,65,24,Tóibín,General Fiction
The Master,Colm Tóibín,M,68,10,Tóibín,General Fiction
First They Killed My Father,Loung Ung,F,21,27,Ung,General Fiction
Knowledge and Politics,Roberto Unger,K,78,22,Unger,General Fiction
Rabbit Redux,John Updike,R,77,12,Updike,General Fiction
Rabbit at Rest,John Updike,R,92,14,Updike,General Fiction
"Rabbit, Run",John Updike,R,11,11,Updike,General Fiction
Exodus,Leon Uris,E,19,6,Uris,General Fiction
Into the Beautiful North,Luis Alberto Urrea,I,78,24,Urrea,General Fiction
The Girl Who Circumnavigated Fairyland,Catherynne Valente,G,81,38,Valente,General Fiction
Elon Musk,Ashlee Vance,E,68,9,Vance,General Fiction
Justice League of America,Various,J,99,25,Various,General Fiction
Karma and Rebirth,Various,K,99,17,Various,General Fiction
King Arthur,Various,K,16,11,Various,General Fiction
National Book Award Winners,Various,N,94,27,Various,War/Military
Oklahoma!,Various,O,61,9,Various,General Fiction
One Thousand and One Nights,Various,O,40,27,Various,General Fiction
Quality Control,Various,Q,80,15,Various,General Fiction
Quality Papers,Various,Q,98,14,Various,General Fiction
Quality Time,Various,Q,86,12,Various,General Fiction
Queen Elizabeth II,Various,Q,90,18,Various,General Fiction
Queer Planet,Various,Q,96,12,Various,General Fiction
Quick Brown Fox,Various,Q,82,15,Various,General Fiction
Quick Study,Various,Q,48,11,Various,General Fiction
Summer Book of Short Stories,Various,S,94,28,Various,General Fiction
Sweeney Todd,Various,S,88,12,Various,General Fiction
The Fugitive Slave Law,Various,F,47,22,Various,General Fiction
The Gingerbread Man,Various,G,55,19,Various,General Fiction
The Golden Girls,Various,G,27,16,Various,General Fiction
The Holy Bible,Various,H,49,14,Various,General Fiction
The Kite String Tangle,Various,K,93,22,Various,General Fiction
The Koran,Various,K,8,9,Various,General Fiction
The Observatory,Various,O,82,15,Various,General Fiction
The Only Astrologer's Daughter,Various,O,85,30,Various,General Fiction
The Poisoned Pen,Various,P,53,16,Various,General Fiction
The Poisoner's Tale,Various,P,46,19,Various,General Fiction
The Pyromaniac's Love Story,Various,P,31,27,Various,Romance
The Quarantine Diaries,Various,Q,39,22,Various,General Fiction
The Queer and the Restless,Various,Q,67,26,Various,General Fiction
The Questioner,Various,Q,33,14,Various,General Fiction
The Quran,Various,Q,6,9,Various,General Fiction
The Semicolon Wars,Various,S,38,18,Various,War/Military
The Unknowable,Various,U,80,14,Various,General Fiction
The Unmaking of America,Various,U,30,23,Various,General Fiction
The Upanishads,Various,U,5,14,Various,General Fiction
The Young Adult Novel,Various,Y,63,21,Various,General Fiction
The Young Victoria,Various,Y,35,18,Various,General Fiction
The Young and the Restless,Various,Y,71,26,Various,General Fiction
The Zelig Factor,Various,Z,70,16,Various,General Fiction
The Zen Path,Various,Z,84,12,Various,General Fiction
The Zen Way,Various,Z,78,11,Various,General Fiction
The Zenana,Various,Z,36,10,Various,General Fiction
The Zeta Functions,Various,Z,46,18,Various,General Fiction
The Zone Theory,Various,Z,88,15,Various,General Fiction
The Zone of Alienation,Various,Z,76,22,Various,General Fiction
The Zone of Silence,Various,Z,60,19,Various,General Fiction
The Zone of Silence,Various,Z,68,19,Various,General Fiction
The Zone of Twilight,Various,Z,82,20,Various,General Fiction
The Zookeeper's Boy,Various,Z,58,19,Various,General Fiction
The Zookeeper's Daughter,Various,Z,42,24,Various,General Fiction
The Zookeeper's Son,Various,Z,17,19,Various,General Fiction
The Zulu War,Various,Z,96,12,Various,War/Military
The Zygote Quarterly,Various,Z,86,20,Various,General Fiction
Ulrich's Periodicals Directory,Various,U,38,30,Various,General Fiction
X-Files: 30 Days of Night,Various,X,80,25,Various,General Fiction
X-Files: Audrey Pauley,Various,X,98,22,Various,General Fiction
X-Files: Case Files,Various,X,68,19,Various,General Fiction
X-Files: Classics,Various,X,70,17,Various,General Fiction
X-Files: Cold Cases,Various,X,38,19,Various,General Fiction
X-Files: Complete Collection,Various,X,72,28,Various,General Fiction
X-Files: Conspiracy,Various,X,76,19,Various,General Fiction
X-Files: Deep State,Various,X,96,19,Various,General Fiction
X-Files: Deviations,Various,X,66,19,Various,General Fiction
X-Files: Essential Collection,Various,X,74,29,Various,General Fiction
X-Files: Fight the Future,Various,X,28,25,Various,Science Fiction
X-Files: Founder's Mutation,Various,X,100,27,Various,General Fiction
X-Files: I Want to Believe,Various,X,23,26,Various,General Fiction
X-Files: JFK Disclosure,Various,X,82,23,Various,General Fiction
X-Files: Lone Gunmen,Various,X,92,20,Various,General Fiction
X-Files: Millennium,Various,X,56,19,Various,General Fiction
X-Files: Mulder and Scully,Various,X,90,26,Various,General Fiction
X-Files: Origins,Various,X,64,16,Various,General Fiction
X-Files: Resist or Serve,Various,X,34,24,Various,General Fiction
X-Files: Secret Agendas,Various,X,84,23,Various,General Fiction
X-Files: Smoking Man,Various,X,94,20,Various,General Fiction
X-Files: The Truth Is Out There,Various,X,88,31,Various,General Fiction
X-Files: Transformers,Various,X,78,21,Various,General Fiction
X-Files: Trust No One,Various,X,86,21,Various,General Fiction
X-Files: Year Zero,Various,X,58,18,Various,General Fiction
Xavier's School for Gifted Youngsters,Various,X,15,37,Various,General Fiction
Yesterday's Tomorrows,Various,Y,32,21,Various,General Fiction
Yoga Journal,Various,Y,50,12,Various,General Fiction
Yoga Philosophy,Various,Y,96,15,Various,General Fiction
Zen Master Tales,Various,Z,71,16,Various,General Fiction
Zen Stories,Various,Z,47,11,Various,General Fiction
Zero Mostel Reads a Book,Various,Z,83,24,Various,General Fiction
Zone Defense,Various,Z,85,12,Various,General Fiction
Zone Therapy,Various,Z,95,12,Various,General Fiction
Zora Neale Hurston,Various,Z,20,18,Various,General Fiction
Paperboy,Vince Vawter,P,88,8,Vawter,General Fiction
Cutting for Stone,Abraham Verghese,C,57,17,Verghese,General Fiction
Around the World in Eighty Days,Jules Verne,A,30,31,Verne,General Fiction
Journey to the Center of the Earth,Jules Verne,J,15,34,Verne,General Fiction
Quiet Chaos,Sandro Veronesi,Q,72,11,Veronesi,General Fiction
The Ice Palace,Tarjei Vesaas,I,29,14,Vesaas,General Fiction
